,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
0,BRK.B,Berkshire Hathaway Inc.,"1,085.76B",-0.02%,3158248,371.29B
1,JPM,JPMorgan Chase & Co.,724.54B,0.02%,6670567,168.71B
2,V,Visa Inc.,661.88B,-1.24%,5344664,37.62B
3,MA,Mastercard Incorporated,511.76B,-1.15%,1948745,29.07B
4,BAC,Bank of America Corporation,325.38B,-0.25%,34877514,97.45B
5,WFC,Wells Fargo & Company,237.00B,-0.76%,9268742,77.25B
6,HSBC,HSBC Holdings plc,204.72B,-0.29%,1527259,57.99B
7,MS,Morgan Stanley,202.26B,-0.15%,3362540,63.96B
8,AXP,American Express Company,199.82B,-0.68%,1723881,62.05B
9,RY,Royal Bank of Canada,180.73B,1.51%,1355152,39.47B
10,GS,"The Goldman Sachs Group, Inc.",175.40B,0.05%,1530891,53.04B
11,HDB,HDFC Bank Limited,174.42B,1.73%,3094528,31.93B
12,BX,Blackstone Inc.,166.27B,-0.59%,2613853,12.37B
13,PGR,The Progressive Corporation,162.56B,0.06%,1677501,78.51B
14,SCHW,The Charles Schwab Corporation,158.80B,0.10%,5166059,20.47B
15,MUFG,"Mitsubishi UFJ Financial Group, Inc.",157.49B,-0.88%,9060047,53.45B
16,SPGI,S&P Global Inc.,156.41B,-0.25%,1293828,14.49B
17,BLK,"BlackRock, Inc.",149.22B,-0.69%,517312,20.96B
18,C,Citigroup Inc.,136.51B,-0.45%,9850034,71.82B
19,IBN,ICICI Bank Limited,122.41B,1.81%,6752038,23.48B
20,SAN,"Banco Santander, S.A.",119.71B,-0.38%,3241821,54.84B
21,TD,The Toronto-Dominion Bank,116.29B,1.12%,2347686,45.02B
22,CB,Chubb Limited,114.51B,-0.34%,745511,56.31B
23,MMC,"Marsh & McLennan Companies, Inc.",113.04B,0.38%,1514182,25.05B
24,KKR,KKR & Co. Inc.,104.37B,-0.86%,3022313,20.31B
25,CME,CME Group Inc.,102.37B,0.73%,2317211,6.27B
26,ICE,"Intercontinental Exchange, Inc.",101.03B,1.22%,2248017,9.46B
27,SMFG,"Sumitomo Mitsui Financial Group, Inc.",97.73B,1.34%,1910970,34.86B
28,UBS,UBS Group AG,97.32B,-1.18%,2217847,47.76B
29,BAM,Brookfield Asset Management Ltd.,90.99B,-1.19%,1923455,4.18B
30,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",88.11B,-1.75%,2041638,34.61B
31,IBKR,"Interactive Brokers Group, Inc.",87.31B,-0.05%,634961,5.40B
32,AJG,Arthur J. Gallagher & Co.,86.57B,0.76%,859394,11.24B
33,BN,Brookfield Corporation,85.12B,-0.14%,1528612,83.61B
34,MCO,Moody's Corporation,84.51B,-0.45%,363515,7.23B
35,AON,Aon plc,76.99B,0.34%,1087063,16.36B
36,BMO,Bank of Montreal,75.43B,0.29%,554398,20.90B
37,APO,"Apollo Global Management, Inc.",74.79B,0.05%,2347990,24.39B
38,COF,Capital One Financial Corporation,70.91B,-1.85%,6579411,28.31B
39,MFG,"Mizuho Financial Group, Inc.",68.68B,0.74%,2379285,25.94B
40,PNC,"The PNC Financial Services Group, Inc.",67.97B,-0.68%,1641265,21.01B
41,PYPL,"PayPal Holdings, Inc.",67.93B,-2.24%,7686737,31.89B
42,ITUB,Itaú Unibanco Holding S.A.,67.40B,0.61%,38437335,24.04B
43,COIN,"Coinbase Global, Inc.",67.03B,-3.23%,9291142,6.67B
44,USB,U.S. Bancorp,66.90B,-0.42%,5800036,25.36B
45,BNS,The Bank of Nova Scotia,64.88B,1.10%,1542817,19.94B
46,CM,Canadian Imperial Bank of Commerce,63.92B,1.81%,1177972,17.05B
47,BK,The Bank of New York Mellon Corporation,63.74B,-0.10%,2974082,18.82B
48,ING,ING Groep N.V.,63.37B,-1.35%,2678120,21.68B
49,LYG,Lloyds Banking Group plc,62.80B,0.47%,25734721,22.69B
50,BCS,Barclays PLC,61.95B,0.06%,14515165,32.14B
51,TRV,"The Travelers Companies, Inc.",61.41B,-0.01%,832606,47.01B
52,NU,Nu Holdings Ltd.,57.84B,-2.12%,77290154,5.65B
53,NWG,NatWest Group plc,56.97B,1.13%,4510747,19.06B
54,HOOD,"Robinhood Markets, Inc.",55.75B,-2.47%,28587140,3.26B
55,AFL,Aflac Incorporated,55.43B,0.08%,1641325,16.89B
56,DB,Deutsche Bank Aktiengesellschaft,54.21B,-4.25%,4170129,31.32B
57,ALL,The Allstate Corporation,53.82B,0.36%,821205,65.30B
58,MFC,Manulife Financial Corporation,53.30B,0.87%,1161844,20.89B
59,ARES,Ares Management Corporation,52.35B,0.26%,1008708,4.27B
60,MET,"MetLife, Inc.",51.83B,-0.58%,2959820,73.49B
61,TFC,Truist Financial Corporation,51.44B,-0.53%,7393243,11.53B
62,AMP,"Ameriprise Financial, Inc.",48.04B,-0.74%,379423,18.08B
63,AIG,"American International Group, Inc.",47.04B,-0.49%,3313602,27.05B
64,NDAQ,"Nasdaq, Inc.",46.95B,0.70%,3859033,7.82B
65,MSCI,MSCI Inc.,43.23B,-0.92%,226490,2.92B
66,HIG,"The Hartford Insurance Group, Inc.",36.63B,-0.10%,1472253,26.95B
67,PRU,"Prudential Financial, Inc.",36.08B,-0.39%,1513021,60.37B
68,SLF,Sun Life Financial Inc.,35.86B,0.82%,6561030,23.43B
69,TW,Tradeweb Markets Inc.,34.43B,1.06%,673732,1.82B
70,ACGL,Arch Capital Group Ltd.,34.36B,0.11%,976864,18.17B
71,BRO,"Brown & Brown, Inc.",31.76B,0.35%,1210540,4.86B
72,WTW,Willis Towers Watson Public Limited Company,30.64B,0.31%,372315,9.81B
73,LPLA,LPL Financial Holdings Inc.,29.79B,-1.30%,459657,12.90B
74,RJF,"Raymond James Financial, Inc.",29.32B,-0.79%,639569,13.57B
75,PUK,Prudential plc,28.85B,-0.71%,939562,12.26B
76,MTB,M&T Bank Corporation,28.80B,-0.65%,1262083,8.79B
77,OWL,Blue Owl Capital Inc.,28.28B,0.22%,4344032,2.47B
78,WRB,W. R. Berkley Corporation,27.72B,1.23%,1261339,13.93B
79,STT,State Street Corporation,27.41B,-0.27%,1116043,13.09B
80,KB,KB Financial Group Inc.,27.34B,3.03%,159737,10.14B
81,BBD,Banco Bradesco S.A.,27.17B,1.45%,66694401,14.59B
82,RKT,"Rocket Companies, Inc.",25.36B,0.88%,5886523,5.08B
83,FITB,Fifth Third Bancorp,24.83B,-0.84%,2974935,7.91B
84,CBOE,"Cboe Global Markets, Inc.",24.25B,1.38%,637581,4.33B
85,FCNCA,"First Citizens BancShares, Inc.",24.22B,-1.02%,44950,9.09B
86,IX,ORIX Corporation,23.65B,-0.15%,147573,19.20B
87,MKL,Markel Group Inc.,23.60B,0.06%,39950,15.55B
88,CINF,Cincinnati Financial Corporation,22.79B,0.36%,329724,10.97B
89,HBAN,Huntington Bancshares Incorporated,22.32B,-0.71%,25779690,7.10B
90,SYF,Synchrony Financial,21.60B,-1.25%,2218853,8.71B
91,NTRS,Northern Trust Corporation,20.58B,-0.58%,1159310,8.58B
92,TROW,"T. Rowe Price Group, Inc.",20.49B,-1.52%,1105296,7.11B
93,SHG,"Shinhan Financial Group Co., Ltd.",20.09B,2.52%,236551,9.94B
94,BSBR,Banco Santander (Brasil) S.A.,19.66B,0.76%,458114,8.35B
95,RF,Regions Financial Corporation,19.09B,-0.61%,5628847,6.66B
96,L,Loews Corporation,18.43B,0.33%,763940,17.77B
97,TPG,TPG Inc.,18.35B,-,1992372,3.71B
98,ERIE,Erie Indemnity Company,18.24B,-0.06%,125924,3.90B
99,NMR,"Nomura Holdings, Inc.",18.17B,-0.83%,396693,12.64B
100,RYAN,"Ryan Specialty Holdings, Inc.",18.02B,-0.10%,548694,2.59B
101,FDS,FactSet Research Systems Inc.,17.56B,-0.26%,171273,2.25B
102,CRBG,"Corebridge Financial, Inc.",17.56B,0.32%,2921877,16.56B
103,PFG,"Principal Financial Group, Inc.",17.26B,-0.44%,839047,15.77B
104,CFG,"Citizens Financial Group, Inc.",17.16B,-0.50%,3464256,7.12B
105,KEY,KeyCorp,17.15B,-0.25%,10023342,4.46B
106,TRU,TransUnion,16.22B,-1.56%,1951572,4.26B
107,BAP,Credicorp Ltd.,16.22B,-0.09%,294014,5.11B
108,CG,The Carlyle Group Inc.,15.98B,-0.36%,1766698,5.04B
109,EQH,"Equitable Holdings, Inc.",15.74B,-0.63%,1188490,15.11B
110,BCH,Banco de Chile,15.72B,0.58%,380760,2.82B
111,FUTU,Futu Holdings Limited,15.56B,0.29%,1246471,1.54B
112,ARCC,Ares Capital Corporation,14.99B,0.33%,2118272,3.02B
113,FNF,"Fidelity National Financial, Inc.",14.82B,0.62%,1231497,13.17B
114,SOFI,"SoFi Technologies, Inc.",14.47B,-0.76%,44153938,2.77B
115,EG,"Everest Group, Ltd.",14.29B,-0.11%,421507,17.40B
116,UNM,Unum Group,13.93B,0.30%,693226,12.78B
117,BNT,Brookfield Wealth Solutions Ltd.,13.86B,0.28%,13590,14.24B
118,RGA,"Reinsurance Group of America, Incorporated",13.19B,-1.62%,373744,21.03B
119,MORN,"Morningstar, Inc.",12.85B,-0.83%,114996,2.31B
120,CNA,CNA Financial Corporation,12.72B,-0.23%,271581,14.45B
121,EWBC,"East West Bancorp, Inc.",12.45B,-0.67%,434548,2.41B
122,CIB,Grupo Cibest S.A.,12.07B,2.57%,395966,5.38B
123,HLI,"Houlihan Lokey, Inc.",12.06B,-0.17%,258016,2.39B
124,BSAC,Banco Santander-Chile,11.78B,0.52%,166010,2.38B
125,RNR,RenaissanceRe Holdings Ltd.,11.63B,0.09%,711312,12.61B
126,BEN,"Franklin Resources, Inc.",11.30B,-0.46%,3287386,8.70B
127,AEG,Aegon Ltd.,11.22B,-0.29%,13969174,13.29B
128,KNSL,"Kinsale Capital Group, Inc.",10.81B,2.31%,122789,1.64B
129,SEIC,SEI Investments Company,10.45B,-0.65%,810505,2.16B
130,GGAL,Grupo Financiero Galicia S.A.,10.33B,0.85%,822888,6.70B
131,ALLY,Ally Financial Inc.,10.31B,-1.03%,2830210,6.66B
132,FRHC,Freedom Holding Corp.,10.24B,-1.89%,123590,1.58B
133,AFG,"American Financial Group, Inc.",10.15B,0.12%,411471,7.98B
134,FHN,First Horizon Corporation,10.03B,0.05%,6280575,3.04B
135,JEF,Jefferies Financial Group Inc.,9.99B,-0.96%,1918546,6.87B
136,AIZ,"Assurant, Inc.",9.96B,1.81%,625280,12.07B
137,XP,XP Inc.,9.90B,-0.27%,7242109,2.89B
138,GL,Globe Life Inc.,9.86B,-0.13%,385963,5.84B
139,WF,Woori Financial Group Inc.,9.83B,1.30%,29341,7.56B
140,SF,Stifel Financial Corp.,9.57B,-1.24%,613205,5.03B
141,EVR,Evercore Inc.,9.27B,0.26%,322307,3.09B
142,HLNE,Hamilton Lane Incorporated,9.26B,0.95%,401837,691.66M
143,ORI,Old Republic International Corporation,9.13B,0.48%,986655,8.33B
144,SSB,SouthState Corporation,8.89B,-0.36%,1017807,1.83B
145,PRI,"Primerica, Inc.",8.76B,-0.75%,109411,3.22B
146,WBS,Webster Financial Corporation,8.62B,-0.12%,1128546,2.37B
147,CBSH,"Commerce Bancshares, Inc.",8.37B,-0.92%,484581,1.64B
148,COOP,Mr. Cooper Group Inc.,8.29B,1.57%,690692,2.22B
149,MKTX,MarketAxess Holdings Inc.,8.17B,0.67%,317863,815.36M
150,CFR,"Cullen/Frost Bankers, Inc.",8.13B,-0.54%,275736,2.04B
151,PNFP,"Pinnacle Financial Partners, Inc.",8.11B,-0.44%,219794,1.67B
152,AXS,AXIS Capital Holdings Limited,7.91B,0.89%,504642,6.06B
153,WTFC,Wintrust Financial Corporation,7.91B,-0.41%,190290,2.38B
154,WAL,Western Alliance Bancorporation,7.79B,-1.07%,482809,3.05B
155,UMBF,UMB Financial Corporation,7.71B,-0.62%,634130,1.66B
156,ONB,Old National Bancorp,7.62B,-0.67%,13104635,1.80B
157,CMA,Comerica Incorporated,7.38B,-0.30%,1515029,3.23B
158,OBDC,Blue Owl Capital Corporation,7.32B,0.63%,2098937,1.66B
159,BXSL,Blackstone Secured Lending Fund,7.13B,0.48%,804186,1.38B
160,SLM,SLM Corporation,7.05B,-0.21%,1888774,1.45B
161,BPOP,"Popular, Inc.",7.02B,0.33%,340921,2.74B
162,STEP,StepStone Group Inc.,6.89B,3.54%,1660410,1.17B
163,ZION,"Zions Bancorporation, National Association",6.87B,-0.81%,1350474,3.11B
164,RLI,RLI Corp.,6.87B,1.04%,325902,1.73B
165,PB,"Prosperity Bancshares, Inc.",6.65B,-0.17%,551336,1.21B
166,SNV,Synovus Financial Corp.,6.53B,-0.55%,1122058,1.93B
167,UWMC,UWM Holdings Corporation,6.49B,-1.22%,3340208,2.49B
168,AIFU,AIFU Inc.,6.45B,-11.54%,121337,247.82M
169,IVZ,Invesco Ltd.,6.44B,-1.37%,4198160,6.12B
170,VOYA,"Voya Financial, Inc.",6.33B,-1.47%,688244,7.97B
171,VIRT,"Virtu Financial, Inc.",6.29B,-0.56%,540095,2.40B
172,MTG,MGIC Investment Corporation,6.17B,-0.54%,1365109,1.22B
173,BMA,Banco Macro S.A.,6.12B,1.42%,194111,4.44B
174,THG,"The Hanover Insurance Group, Inc.",6.06B,0.96%,192420,6.29B
175,PJT,PJT Partners Inc.,6.00B,-1.17%,218409,1.49B
176,OMF,"OneMain Holdings, Inc.",5.97B,-0.30%,833383,2.58B
177,BOKF,BOK Financial Corporation,5.97B,-0.26%,130250,2.09B
178,FSK,FS KKR Capital Corp.,5.86B,0.48%,640937,1.69B
179,ESNT,Essent Group Ltd.,5.84B,-0.36%,897666,1.26B
180,JXN,Jackson Financial Inc.,5.78B,-0.42%,586673,7.42B
181,FAF,First American Financial Corporation,5.72B,0.36%,1092770,6.29B
182,QFIN,"Qifu Technology, Inc.",5.72B,-1.02%,598005,2.44B
183,JHG,Janus Henderson Group plc,5.71B,-0.77%,1370336,2.54B
184,CRVL,CorVel Corporation,5.67B,-4.08%,153028,895.59M
185,CADE,Cadence Bank,5.63B,-1.50%,1810964,1.73B
186,FCFS,"FirstCash Holdings, Inc.",5.61B,0.43%,258120,3.39B
187,HOMB,"Home Bancshares, Inc. (Conway, AR)",5.54B,-0.46%,603829,987.21M
188,CACC,Credit Acceptance Corporation,5.53B,-1.11%,98856,993.20M
189,LNC,Lincoln National Corporation,5.53B,-0.89%,1286349,18.54B
190,ETOR,eToro Group Ltd.,5.47B,-1.64%,730072,12.52B
191,ACT,"Enact Holdings, Inc.",5.28B,-0.54%,288748,1.22B
192,SIGI,"Selective Insurance Group, Inc.",5.24B,-0.30%,203153,4.98B
193,MARA,"MARA Holdings, Inc.",5.18B,-5.88%,47124647,705.06M
194,UBSI,"United Bankshares, Inc.",5.10B,-0.32%,539687,1.02B
195,OZK,Bank OZK,5.00B,-0.65%,607692,1.49B
196,FNB,F.N.B. Corporation,4.98B,-0.65%,1806078,1.52B
197,COLB,"Columbia Banking System, Inc.",4.96B,-0.30%,1898270,1.83B
198,AMG,"Affiliated Managers Group, Inc.",4.95B,-0.87%,182198,2.04B
199,MAIN,Main Street Capital Corporation,4.94B,0.62%,344762,546.47M
200,FLG,"Flagstar Financial, Inc.",4.91B,0.51%,5506005,1.55B
201,PFSI,"PennyMac Financial Services, Inc.",4.89B,-0.67%,399496,3.39B
202,VLY,Valley National Bancorp,4.87B,0.12%,8416108,1.52B
203,FFIN,"First Financial Bankshares, Inc.",4.86B,-0.75%,425120,553.58M
204,ESGR,Enstar Group Limited,4.80B,0.02%,86877,1.16B
205,HWC,Hancock Whitney Corporation,4.65B,-1.08%,509125,1.40B
206,GBCI,"Glacier Bancorp, Inc.",4.62B,-1.17%,356914,827.82M
207,MC,Moelis & Company,4.54B,-0.04%,949917,1.28B
208,WTM,"White Mountains Insurance Group, Ltd.",4.53B,-0.81%,18881,2.28B
209,BWIN,"The Baldwin Insurance Group, Inc.",4.50B,-0.26%,358783,1.42B
210,BBAR,Banco BBVA Argentina S.A.,4.50B,1.74%,442466,2.60B
211,RDN,Radian Group Inc.,4.47B,-1.13%,895943,1.29B
212,PIPR,Piper Sandler Companies,4.43B,-0.74%,141714,1.54B
213,BGC,"BGC Group, Inc.",4.40B,-1.69%,2624669,2.25B
214,PLMR,"Palomar Holdings, Inc.",4.35B,1.08%,209535,609.96M
215,AB,AllianceBernstein Holding L.P.,4.33B,0.77%,193834,-3.53M
216,UPST,"Upstart Holdings, Inc.",4.31B,-0.81%,4783795,758.84M
217,FG,"F&G Annuities & Life, Inc.",4.21B,-1.51%,160924,5.14B
218,ABCB,Ameris Bancorp,4.20B,-0.15%,370069,1.10B
219,SNEX,StoneX Group Inc.,4.18B,0.67%,242364,121.72B
220,NNI,"Nelnet, Inc.",4.16B,0.39%,88808,1.37B
221,AGO,Assured Guaranty Ltd.,4.14B,0.58%,395444,884.00M
222,VCTR,"Victory Capital Holdings, Inc.",4.11B,-0.46%,390749,897.22M
223,AUB,Atlantic Union Bankshares Corporation,4.10B,-1.81%,1164980,797.88M
224,IFS,Intercorp Financial Services Inc.,4.10B,1.66%,290621,1.33B
225,BANF,BancFirst Corporation,4.08B,-0.26%,68972,638.71M
226,GSHD,"Goosehead Insurance, Inc",4.08B,1.16%,174897,324.76M
227,LAZ,"Lazard, Inc.",4.05B,-0.35%,518650,2.94B
228,DNB,"Dun & Bradstreet Holdings, Inc.",4.01B,-,5950502,2.40B
229,SFBS,"ServisFirst Bancshares, Inc.",3.99B,-0.65%,217026,477.06M
230,GBDC,"Golub Capital BDC, Inc.",3.98B,0.37%,673086,830.27M
231,KMPR,Kemper Corporation,3.96B,-0.13%,1349699,4.69B
232,AX,"Axos Financial, Inc.",3.92B,-0.13%,267513,1.18B
233,IBOC,International Bancshares Corporation,3.89B,-0.51%,144532,803.86M
234,CNS,"Cohen & Steers, Inc.",3.86B,-0.42%,166142,529.17M
235,ASB,Associated Banc-Corp,3.76B,-0.35%,962424,985.73M
236,CNO,"CNO Financial Group, Inc.",3.68B,-0.35%,498753,4.30B
237,TFSL,TFS Financial Corporation,3.67B,0.08%,181478,304.10M
238,DNP,DNP Select Income Fund Inc.,3.60B,0.62%,567993,155.28M
239,SEZL,Sezzle Inc.,3.51B,3.59%,941412,329.06M
240,UCB,"United Community Banks, Inc.",3.44B,-0.91%,603761,907.59M
241,AVAL,Grupo Aval Acciones y Valores S.A.,3.42B,2.92%,42494,2.95B
242,BHF,"Brighthouse Financial, Inc.",3.32B,-1.46%,780144,8.61B
243,MCY,Mercury General Corporation,3.31B,-0.23%,204111,5.60B
244,RNST,Renasant Corporation,3.29B,-0.20%,596982,710.27M
245,TCBI,"Texas Capital Bancshares, Inc.",3.28B,-0.85%,453986,891.50M
246,APAM,Artisan Partners Asset Management Inc.,3.26B,-2.08%,488278,1.12B
247,FBP,First BanCorp.,3.25B,0.45%,938224,884.83M
248,AHL,Aspen Insurance Holdings Limited,3.21B,1.33%,95319,3.16B
249,MRX,Marex Group plc,3.18B,2.49%,709738,2.53B
250,FHI,"Federated Hermes, Inc.",3.18B,-1.13%,629026,1.66B
251,INTR,"Inter & Co, Inc.",3.15B,0.84%,1468309,860.72M
252,FULT,Fulton Financial Corporation,3.12B,-0.64%,769104,1.20B
253,HGTY,"Hagerty, Inc.",3.11B,-0.98%,20261,1.25B
254,WU,The Western Union Company,3.11B,-2.39%,6225911,4.14B
255,HASI,"HA Sustainable Infrastructure Capital, Inc.",3.09B,-0.63%,1115954,126.70M
256,RIOT,"Riot Platforms, Inc.",3.05B,-4.36%,23064777,458.75M
257,HTGC,"Hercules Capital, Inc.",3.01B,0.52%,987979,491.55M
258,CATY,Cathay General Bancorp,3.00B,-0.68%,271136,691.28M
259,WSFS,WSFS Financial Corporation,3.00B,-0.30%,288691,987.71M
260,NMIH,"NMI Holdings, Inc.",2.97B,0.46%,672507,667.96M
261,FHB,"First Hawaiian, Inc.",2.94B,-0.85%,405117,794.30M
262,CBU,"Community Financial System, Inc.",2.94B,-0.66%,155100,741.96M
263,EBC,"Eastern Bankshares, Inc.",2.94B,-0.77%,728722,457.52M
264,WSBC,"WesBanco, Inc.",2.91B,-0.43%,610352,569.81M
265,BUR,Burford Capital Limited,2.85B,-0.91%,972005,626.77M
266,GNW,"Genworth Financial, Inc.",2.81B,0.74%,11777071,7.22B
267,FIBK,"First Interstate BancSystem, Inc.",2.79B,0.53%,1025197,922.00M
268,BOH,Bank of Hawaii Corporation,2.66B,-1.06%,412610,640.35M
269,CLSK,"CleanSpark, Inc.",2.63B,-5.17%,25637472,537.40M
270,PRK,Park National Corporation,2.63B,-0.27%,34621,515.79M
271,CVBF,CVB Financial Corp.,2.61B,-0.16%,583480,506.92M
272,BKU,"BankUnited, Inc.",2.60B,0.32%,548559,972.20M
273,INDB,Independent Bank Corp.,2.59B,-0.72%,230801,654.16M
274,LU,Lufax Holding Ltd,2.54B,1.03%,3889636,4.67B
275,TOWN,TowneBank,2.49B,-0.88%,222866,715.94M
276,UTF,"Cohen & Steers Infrastructure Fund, Inc",2.48B,0.74%,113933,138.64M
277,SKWD,"Skyward Specialty Insurance Group, Inc.",2.46B,0.83%,265248,1.21B
278,GCMG,GCM Grosvenor Inc.,2.43B,1.83%,717054,530.46M
279,TBBK,"The Bancorp, Inc.",2.39B,-1.39%,358650,502.28M
280,SFNC,Simmons First National Corporation,2.37B,-0.48%,510322,726.75M
281,BFH,"Bread Financial Holdings, Inc.",2.35B,-1.38%,665810,2.45B
282,ENVA,"Enova International, Inc.",2.30B,-0.65%,141380,1.30B
283,FFBC,First Financial Bancorp.,2.30B,-0.50%,291949,763.58M
284,WAFD,"WaFd, Inc.",2.28B,-1.30%,752559,729.81M
285,LMND,"Lemonade, Inc.",2.27B,0.03%,1362853,558.60M
286,WD,"Walker & Dunlop, Inc.",2.26B,-0.51%,176962,1.06B
287,SPNT,SiriusPoint Ltd.,2.24B,0.21%,489307,2.68B
288,IREN,IREN Limited,2.21B,-1.72%,15027724,377.82M
289,FINV,FinVolution Group,2.18B,2.38%,1207956,1.85B
290,FRME,First Merchants Corporation,2.18B,-1.01%,272145,615.41M
291,BANC,"Banc of California, Inc.",2.17B,-0.65%,1360989,964.19M
292,SYBT,"Stock Yards Bancorp, Inc.",2.16B,0.08%,80059,353.28M
293,PFS,"Provident Financial Services, Inc.",2.16B,-1.14%,459011,700.49M
294,BANR,Banner Corporation,2.14B,-0.53%,185381,614.05M
295,TSLX,"Sixth Street Specialty Lending, Inc.",2.12B,0.67%,453707,481.09M
296,DBRG,"DigitalBridge Group, Inc.",2.10B,2.85%,3415152,566.32M
297,HG,"Hamilton Insurance Group, Ltd.",2.10B,-0.24%,464093,2.44B
298,TRMK,Trustmark Corporation,2.09B,-0.32%,262272,544.42M
299,SBCF,Seacoast Banking Corporation of Florida,2.08B,-0.20%,279512,506.38M
300,PPBI,"Pacific Premier Bancorp, Inc.",2.04B,-0.57%,914361,591.23M
301,BBUC,Brookfield Business Corporation,2.04B,0.60%,71110,8.31B
302,PAX,Patria Investments Limited,2.03B,0.23%,723658,389.90M
303,FBK,FB Financial Corporation,2.00B,-0.86%,258923,465.28M
304,ROOT,"Root, Inc.",1.99B,-0.31%,241695,1.27B
305,AGM,Federal Agricultural Mortgage Corporation,1.99B,-0.22%,42893,357.52M
306,TWFG,"TWFG, Inc.",1.97B,-0.14%,36234,211.44M
307,NBTB,NBT Bancorp Inc.,1.96B,-0.66%,157320,569.47M
308,AGM.A,Federal Agricultural Mortgage Corporation,1.94B,-1.84%,338,357.52M
309,EFSC,Enterprise Financial Services Corp,1.94B,-0.23%,119259,619.22M
310,BUSE,First Busey Corporation,1.93B,-0.92%,415840,430.48M
311,HCI,"HCI Group, Inc.",1.91B,1.31%,71384,759.87M
312,TRUP,"Trupanion, Inc.",1.91B,0.81%,389273,1.32B
313,HTH,Hilltop Holdings Inc.,1.90B,-0.37%,246983,1.21B
314,OFG,OFG Bancorp,1.87B,0.51%,369352,623.01M
315,NIC,"Nicolet Bankshares, Inc.",1.84B,-0.63%,58828,352.93M
316,CASH,"Pathward Financial, Inc.",1.82B,-0.09%,137420,731.38M
317,FIHL,Fidelis Insurance Holdings Limited,1.81B,0.06%,496049,2.56B
318,NTB,The Bank of N.T. Butterfield & Son Limited,1.77B,-0.31%,265400,585.28M
319,HMN,Horace Mann Educators Corporation,1.75B,-0.28%,239680,1.63B
320,HUT,Hut 8 Corp.,1.74B,-2.52%,7171284,132.46M
321,MSDL,Morgan Stanley Direct Lending Fund,1.72B,0.93%,247745,-
322,CHCO,City Holding Company,1.71B,-0.87%,47993,293.75M
323,EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,1.70B,-0.18%,105882,69.40M
324,FBNC,First Bancorp,1.70B,-0.55%,137419,347.42M
325,STC,Stewart Information Services Corporation,1.70B,-0.13%,179176,2.55B
326,FCF,First Commonwealth Financial Corporation,1.62B,-0.39%,473787,448.66M
327,CUBI,"Customers Bancorp, Inc.",1.60B,-0.84%,175801,591.50M
328,NWBI,"Northwest Bancshares, Inc.",1.55B,-0.53%,553326,518.58M
329,PWP,Perella Weinberg Partners,1.55B,-0.62%,623539,987.74M
330,TIGR,UP Fintech Holding Limited,1.53B,-1.24%,1812743,330.74M
331,WULF,TeraWulf Inc.,1.51B,-3.91%,42889973,132.02M
332,BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1.51B,0.57%,119796,289.50M
333,LKFN,Lakeland Financial Corporation,1.50B,-1.16%,85955,236.27M
334,SII,Sprott Inc.,1.49B,3.25%,136198,180.47M
335,CLBK,"Columbia Financial, Inc.",1.49B,-1.05%,81568,176.91M
336,PSEC,Prospect Capital Corporation,1.49B,-1.47%,4814431,764.75M
337,BTX,BlackRock Innovation and Growth Term Trust,1.49B,0.89%,936369,-
338,SRCE,1st Source Corporation,1.48B,-0.79%,68686,388.84M
339,MBIN,Merchants Bancorp,1.44B,-0.63%,102287,621.41M
340,GABC,"German American Bancorp, Inc.",1.42B,-0.08%,129028,256.67M
341,SUPV,Grupo Supervielle S.A.,1.41B,-1.51%,1055008,863.54M
342,STBA,"S&T Bancorp, Inc.",1.40B,-0.35%,118478,386.87M
343,NBHC,National Bank Holdings Corporation,1.39B,-0.14%,218675,389.88M
344,STEL,"Stellar Bancorp, Inc.",1.38B,0.22%,358193,430.73M
345,TFIN,"Triumph Financial, Inc.",1.37B,0.22%,162225,401.39M
346,RBCAA,"Republic Bancorp, Inc.",1.36B,-0.78%,16501,358.93M
347,DSL,DoubleLine Income Solutions Fund,1.34B,0.25%,273704,-
348,WT,"WisdomTree, Inc.",1.34B,-1.16%,585194,438.98M
349,NAVI,Navient Corporation,1.34B,0.11%,525637,699.00M
350,CET,Central Securities Corporation,1.33B,-0.35%,5094,23.70M
351,LX,LexinFintech Holdings Ltd.,1.32B,1.16%,3094249,1.94B
352,VBTX,"Veritex Holdings, Inc.",1.30B,-0.42%,273510,416.46M
353,CCB,Coastal Financial Corporation,1.29B,-1.59%,63681,322.16M
354,TCBK,TriCo Bancshares,1.29B,-0.88%,77110,389.80M
355,GSBD,"Goldman Sachs BDC, Inc.",1.29B,0.09%,357104,419.77M
356,CIFR,Cipher Mining Inc.,1.29B,-2.80%,15879722,152.09M
357,HOPE,"Hope Bancorp, Inc.",1.28B,-0.60%,581063,448.79M
358,PX,"P10, Inc.",1.26B,0.18%,423865,298.00M
359,WABC,Westamerica Bancorporation,1.26B,-0.95%,148796,284.57M
360,OCSL,Oaktree Specialty Lending Corporation,1.24B,0.50%,312354,353.87M
361,BST,BlackRock Science and Technology Trust,1.24B,0.06%,47292,-
362,LOB,"Live Oak Bancshares, Inc.",1.23B,-0.07%,365486,399.32M
363,BRDG,Bridge Investment Group Holdings Inc.,1.22B,0.33%,165138,453.73M
