,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
733,SONM,"Sonim Technologies, Inc.",6.01M,-3.16%,31496,58.24M
734,ASNS,"Actelis Networks, Inc.",5.93M,-1.65%,46828,7.76M
735,MITQ,"Moving iMage Technologies, Inc.",5.87M,-0.19%,15442,18.61M
736,RIME,"Algorhythm Holdings, Inc.",5.70M,-5.93%,101056,23.06M
737,ELWS,"Earlyworks Co., Ltd",5.34M,-5.39%,8432,2.29M
738,RVYL,Ryvyl Inc.,5.11M,-5.88%,309880,54.36M
739,IDAI,T Stamp Inc.,5.10M,-10.91%,83841,3.05M
740,SUNE,SUNation Energy Inc.,5.08M,-6.79%,335168,56.28M
741,TAOP,Taoping Inc.,4.88M,3.76%,2594877,36.67M
742,SMTK,"SmartKem, Inc.",4.81M,0.76%,48202,105.00K
743,SOBR,"SOBR Safe, Inc.",4.61M,4.11%,522629,251.36K
744,PRSO,Peraso Inc.,4.38M,-1.59%,65927,15.63M
745,WTO,UTime Limited,4.14M,-38.50%,1336021,32.31M
746,IMTE,Integrated Media Technology Limited,4.10M,-4.40%,16815,123.34K
747,SVRE,SaverOne 2014 Ltd.,4.04M,-1.03%,9070,462.07K
748,VSTE,Vast Renewables Limited,3.96M,-19.07%,4762194,6.19M
749,OBLG,"Oblong, Inc.",3.83M,-3.77%,19420,2.37M
750,MYSZ,"My Size, Inc.",3.79M,-0.81%,23859,6.75M
751,FMTO,Femto Technologies Inc.,3.75M,-2.81%,21851,620.98K
752,BOXL,Boxlight Corporation,3.73M,-2.90%,4714,121.22M
753,OLB,"The OLB Group, Inc.",3.12M,2.15%,54957,11.66M
754,CETX,"Cemtrex, Inc.",3.01M,-2.32%,76400,73.82M
755,MRIN,Marin Software Incorporated,2.96M,-5.99%,88786,16.71M
756,ASTI,"Ascent Solar Technologies, Inc.",2.71M,-6.47%,47412,51.92K
757,AUUD,Auddia Inc.,2.15M,-2.74%,39129,-
758,WLDS,Wearable Devices Ltd.,1.58M,-6.67%,196070,522.00K
759,TGL,Treasure Global Inc.,1.41M,-3.60%,247234,1.47M
760,KNW,"Know Labs, Inc.",1.34M,-3.64%,571776,-
761,SGN,"Signing Day Sports, Inc.",1.26M,1.63%,1630515,529.28K
762,ATCH,"AtlasClear Holdings, Inc.",124.51K,-11.16%,5693418,-
